–Ú∫≈,‘§≤‚,’Ê µ÷µ
5507,5.0019274,5
5508,5.0019274,5
5509,5.631625,5.6777806
5510,5.0019274,5
5511,5.0019274,5
5512,5.0019274,5
5513,5.1342993,5
5514,5.0019274,5
5515,8.090307,8.259637
5516,5.0019274,5
5517,5.0019274,5
5518,5.0019274,5
5519,5.0019274,5
5520,5.0019274,5
5521,5.016115,5
5522,7.2334595,6.7695513
5523,5.0019274,5
5524,6.7879977,6.920819
5525,5.5744176,5.823909
5526,5.0019274,5
5527,5.251941,5.2441254
5528,7.929295,8.107905
5529,5.0019274,5
5530,7.3080587,7.4089355
5531,5.0019274,5
5532,5.0019274,5
5533,7.017144,7.387216
5534,5.0019274,5
5535,5.0019274,5
5536,5.0019274,5
5537,6.395836,6.6382723
5538,5.0036254,5
5539,8.539533,9.173925
5540,5.0019274,5
5541,5.0019274,5
5542,5.0019274,5
5543,6.4702597,6.60206
5544,5.0019274,5
5545,5.0019274,5
5546,5.0019274,5
5547,5.0019274,5
5548,5.0019274,5
5549,5.0019274,5
5550,5.0019274,5
5551,5.5079947,5.552842
5552,5.0019274,5
5553,5.1752505,5.180456
5554,5.1610794,5.1870866
5555,5.0019274,5
5556,5.0019274,5
5557,5.0019274,5
5558,5.0023265,5
5559,5.0019274,5
5560,5.0019274,5
5561,5.7245636,5
5562,5.0033574,5
5563,5.002291,5
5564,5.7725897,5.920819
5565,5.462869,5.3467875
5566,6.6898694,7.1307683
5567,7.4549813,7.60206
5568,5.0019274,5
5569,5.0019274,5
5570,5.0019274,5
5571,6.5235863,6.5850267
5572,7.8154855,8.086186
5573,5.0019274,5
5574,5.0019274,5
5575,5.0112653,5
5576,5.336695,5.2839966
5577,5.0485673,5.19382
5578,5.0019274,5
5579,5.0019274,5
5580,6.3162875,6.39794
5581,5.8255715,6.113509
5582,8.157738,8.387217
5583,5.005802,5
5584,6.180447,6.2006593
5585,6.303942,6.5086384
5586,5.8670664,5.958607
5587,7.107136,7.124939
5588,5.0019274,5
5589,5.9649954,6.004365
5590,5.0019274,5
5591,5.005389,5
5592,5.004911,5
5593,5.7484813,6.080922
5594,5.0019274,5
5595,5.0019274,5
5596,5.0019274,5
5597,5.0019274,5
5598,5.0019274,5
5599,5.078151,5.221849
5600,5.0019274,5
5601,9.312185,9.638272
5602,5.0241075,5
5603,5.0019274,5
5604,5.0019274,5
5605,5.0019274,5
5606,5.0315504,5
5607,5.007438,5
5608,5.8009896,5.853872
5609,5.0019274,5
5610,6.020809,6.008774
5611,5.628811,5
5612,5.0019274,5
5613,5.0019274,5
5614,5.014491,5
5615,5.9144945,5.958607
5616,5.388952,5.5850267
5617,7.8364334,8.20066
5618,5.0019274,5
5619,5.0019274,5
5620,5.0019274,5
5621,6.5077085,6.5850267
5622,5.0019274,5
5623,5.0019274,5
5624,6.8652515,7.309804
5625,8.928325,8.69897
5626,5.869569,5.69897
5627,5.0019274,5
5628,5.0019274,5
5629,5.0019274,5
5630,6.5830917,6.823909
5631,5.0151415,5
5632,5.0019274,5
5633,5.0019274,5
5634,5.0091066,5
5635,5.637319,6.4089355
5636,5.0019274,5
5637,7.374847,7.958607
5638,5.0019274,5
5639,5.0019274,5
5640,5.6288977,5.5850267
5641,5.0019274,5
5642,5.0019274,5
5643,5.0019274,5
5644,5.59443,5.4202166
5645,7.518529,7.7447276
5646,6.3383045,6.3665314
5647,5.0019274,5
5648,5.0019274,5
5649,5.0019274,5
5650,5.7580814,6.2006593
5651,5.0031443,5
5652,5.506135,5
5653,5.0099206,5
5654,5.0036073,5
5655,5.0019274,5
5656,5.0058727,5
5657,5.0019274,5
5658,5.0208,5
5659,5.0019274,5
5660,5.3700333,5
5661,5.469858,5.5228786
5662,6.666121,6.7212462
5663,5.0019274,5
5664,5.0019274,5
5665,5.0019274,5
5666,5.0019274,5
5667,5.0019274,5
5668,5.0019274,5
5669,6.817938,6.920819
5670,7.3101645,7.49485
5671,5.0019274,5
5672,5.0019274,5
5673,5.0019274,5
5674,5.0019274,5
5675,5.7552714,5.7695513
5676,5.0019274,5
5677,7.2795725,7.537602
5678,5.0019274,5
5679,5.0019274,5
5680,5.0019274,5
5681,5.0019274,5
5682,9.316555,9.853872
5683,5.0019274,5
5684,6.169491,6.2839966
5685,6.1053677,6.080922
5686,5.008277,5
5687,5.0019274,5
5688,5.0019274,5
5689,5.0019274,5
5690,6.2278743,6.387216
5691,5.0019274,5
5692,5.0019274,5
5693,5.0019274,5
5694,5.0019274,5
5695,5.0023594,5
5696,8.325318,8.677781
5697,5.0019274,5
5698,5.0060835,5
5699,5.0019274,5
5700,7.6507087,7.920819
5701,5.0019274,5
5702,5.0035834,5
5703,5.5687466,5.7212462
5704,6.645887,6.920819
5705,5.931357,5.920819
5706,5.0019274,5
5707,5.0019274,5
5708,5.004284,5
5709,5.0019274,5
5710,6.0092535,5.79588
5711,5.0019274,5
5712,5.727047,5.920819
5713,5.0316043,5
5714,5.2709002,5.3467875
5715,5.0019274,5
5716,5.0019274,5
5717,5.059638,5
5718,5.001954,5
5719,8.390089,8.823909
5720,5.0019274,5
5721,5.0019274,5
5722,5.0019274,5
5723,5.0019274,5
5724,7.239516,6.3279023
5725,5.002635,5
5726,5.0019274,5
5727,5.0019274,5
5728,5.035826,5
5729,5.0019274,5
5730,7.209809,8.638272
5731,6.6716585,6.7212462
5732,5.0019274,5
5733,5.0019274,5
5734,5.8238792,6.0409584
5735,6.146931,6.30103
5736,5.0019274,5
5737,5.0019274,5
5738,5.0019274,5
5739,5.0019274,5
5740,5.0019274,5
5741,5.0019274,5
5742,5.00261,5
5743,5.6118665,6.008774
5744,5.004983,5
5745,5.0019574,5
5746,5.0019274,5
5747,5.444459,5.468521
5748,5.015726,5.2006593
5749,6.6820316,6.853872
5750,5.0027165,5
5751,5.0019274,5
5752,6.524677,6.920819
5753,5.0019274,5
5754,5.0019274,5
5755,5.01839,5
5756,5.054226,5
5757,5.0019274,5
5758,6.640841,6.7695513
5759,5.193301,5.29243
5760,5.0019274,5
5761,5.0019274,5
5762,5.0019274,5
5763,5.0019274,5
5764,5.0019274,5
5765,5.0019274,5
5766,5.0019274,5
5767,5.0019274,5
5768,5.163564,5
5769,5.12399,5.318759
5770,5.0019274,5
5771,5.0019274,5
5772,8.657152,8.823909
5773,5.0019274,5
5774,8.875072,8.853872
5775,6.896905,6.79588
5776,5.2029963,5.2596374
5777,5.0019274,5
5778,5.0019274,5
5779,5.015726,5
5780,5.0019274,5
5781,5.0019274,5
5782,5.0019274,5
5783,5.0019274,5
5784,5.0019274,5
5785,5.0019274,5
5786,5.003576,5
5787,5.0019274,5
5788,5.8796754,5.5686364
5789,6.9406977,7.0604806
5790,5.0019274,5
5791,5.003833,5
5792,5.0019274,5
5793,5.0019274,5
5794,5.377663,5.5086384
5795,5.0019274,5
5796,6.3065195,6.49485
5797,5.0019274,5
5798,5.0019274,5
5799,5.0019274,5
5800,5.0019274,5
5801,5.0019274,5
5802,5.791314,5.8860564
5803,5.0043206,5
5804,5.0019274,5
5805,5.0019274,5
5806,5.2556233,5.376751
5807,5.0019274,5
5808,5.0019274,5
5809,5.0019274,5
5810,5.5284314,5.69897
5811,5.0019274,5
5812,5.0019274,5
5813,5.0019274,5
5814,5.0019274,5
5815,6.242222,6.091515
5816,5.0019274,5
5817,5.0019274,5
5818,5.773091,5.958607
5819,6.890376,7.0655017
5820,5.898686,5.958607
5821,5.0019274,5
5822,5.003383,5
5823,5.0019274,5
5824,5.2254295,5.3279023
5825,5.013215,5
5826,5.0019274,5
5827,5.0057063,5
5828,6.2244854,6.2441254
5829,5.8324976,6.5228786
5830,5.0019274,5
5831,5.0019274,5
5832,5.0019274,5
5833,5.0019274,5
5834,5.0019274,5
5835,5.0042768,5
5836,5.0019274,5
5837,5.0019274,5
5838,5.0019274,5
5839,5.006723,5
5840,7.2536335,7.455932
5841,5.0065765,5
5842,5.4653826,5.4202166
5843,6.594937,6.853872
5844,5.0019274,5
5845,7.4971895,7.7695513
5846,5.0019274,5
5847,5.0019274,5
5848,5.0019274,5
5849,5.0019274,5
5850,5.0019274,5
5851,5.247505,5.6197886
5852,5.0019274,5
5853,5.606121,5.6575775
5854,5.0019274,5
5855,5.0019274,5
5856,5.0019274,5
5857,5.009826,5
5858,5.0022235,5
5859,5.175759,5
5860,5.0019274,5
5861,5.0019274,5
5862,7.847644,7.79588
5863,5.0019274,5
5864,6.586795,6.6382723
5865,5.0019274,5
5866,5.0019274,5
5867,5.0019274,5
5868,5.0019274,5
5869,5.0292854,5
5870,6.5484347,6.6197886
5871,5.0019274,5
5872,5.0200686,5
5873,5.0019274,5
5874,5.0019274,5
5875,6.3736258,7.1191864
5876,7.101737,6.958607
5877,5.8463216,5.79588
5878,5.0019274,5
5879,7.82156,7.958607
5880,5.0047345,5
5881,5.0019274,5
5882,5.0040827,5
5883,5.002805,5
5884,5.008161,5
5885,5.0019274,5
5886,5.0019274,5
5887,8.24698,9.148742
5888,5.0019274,5
5889,5.0019274,5
5890,5.6562247,5.79588
5891,5.009759,5
5892,5.0019274,5
5893,5.0019274,5
5894,5.1462817,5.3279023
5895,5.00298,5
5896,5.004141,5
5897,5.004877,5
5898,5.0019274,5
5899,5.0019274,5
5900,6.225017,6.3467875
5901,5.003381,5
5902,5.4691124,5.5686364
5903,5.0019274,5
5904,5.9438176,6.0655017
5905,5.0019274,5
5906,6.548455,6.7447276
5907,5.0019274,5
5908,5.023806,5
5909,6.4902496,6.481486
5910,5.084706,5.1870866
5911,5.7111573,5.823909
5912,5.0019274,5
5913,5.0019274,5
5914,5.0019274,5
5915,5.0019274,5
5916,5.0019274,5
5917,5.0019274,5
5918,5.482866,5.6575775
5919,6.8767557,6.853872
5920,5.0019274,5
5921,5.0019274,5
5922,5.0019274,5
5923,5.0025353,5
5924,5.0019274,5
5925,9.159543,9.920818
5926,5.378957,5.5686364
5927,6.177187,6.3467875
5928,5.0019274,5
5929,5.437567,5.481486
5930,5.6009803,5.69897
5931,5.0019274,5
5932,5.0019274,5
5933,5.0019274,5
5934,5.0019274,5
5935,5.002498,5
5936,5.7606525,5.79588
5937,5.0143266,5
5938,5.0019274,5
5939,5.0400395,5
5940,5.0019274,5
5941,6.0903916,6.221849
5942,5.0019274,5
5943,4.998766,5
5944,5.0019274,5
5945,5.0019274,5
5946,6.7014246,7.7695513
5947,5.004058,5
5948,5.0019274,5
5949,5.0019274,5
5950,5.059233,5.1079054
5951,5.0019274,5
5952,5.003647,5
5953,5.0019274,5
5954,5.0019274,5
5955,5.0019274,5
5956,5.0019274,5
5957,6.4033275,6.6197886
5958,5.0019274,5
5959,5.0019274,5
5960,5.0019274,5
5961,5.311745,5.4089355
5962,5.0021005,5
5963,5.0019274,5
5964,5.8520947,5.8860564
5965,5.0019274,5
5966,7.213607,7.309804
5967,6.5548496,6.60206
5968,6.1508093,6.3565474
5969,5.0019274,5
5970,5.0082474,5
5971,5.0019274,5
5972,6.963535,7.0655017
5973,5.0064406,5
5974,6.258729,6.387216
5975,5.0019274,5
5976,5.0019274,5
5977,5.0019274,5
5978,5.693388,5.823909
5979,5.9288616,5.853872
5980,5.0019274,5
5981,5.5356116,5.6777806
5982,5.0019274,5
5983,5.3186073,5.3665314
5984,5.0019274,5
5985,5.0019274,5
5986,7.0910635,5
5987,5.0019274,5
5988,5.0019274,5
5989,5.009048,5.05061
5990,5.998045,5.8860564
5991,6.9333277,7.221849
5992,5.009605,5
5993,5.0019274,5
5994,5.0019274,5
5995,5.0058675,5
5996,5.0055223,5
5997,5.0019274,5
5998,5.0019274,5
5999,5.0019274,5
6000,5.0019755,5
6001,5.0019274,5
6002,5.975569,5.958607
6003,7.1932397,7.075721
6004,5.0019274,5
6005,5.0021896,5
6006,5.0019274,5
6007,5.0019274,5
6008,6.0000496,5.853872
6009,6.4175224,6.7447276
6010,5.0128574,5
6011,5.003356,5
6012,5.0019274,5
6013,5.0019274,5
6014,5.0019274,5
6015,5.82265,6.091515
6016,5.0019274,5
6017,5.0019274,5
6018,5.8601966,5.958607
6019,5.0019274,5
6020,5.0019274,5
6021,5.0019274,5
6022,5.0019274,5
6023,5.765599,5.920819
6024,5.0019274,5
6025,5.0019274,5
6026,5.026036,5
6027,5.0019274,5
6028,5.00364,5
6029,5.0019274,5
6030,5.0137258,5
6031,5.8334146,5.920819
6032,5.003666,5
6033,5.0039725,5
6034,5.0072913,5
6035,5.0052533,5
6036,5.0019274,5
6037,5.0019274,5
6038,5.0019274,5
6039,5.0019274,5
6040,5.0019274,5
6041,7.8477345,6.086186
6042,5.0019274,5
6043,6.1706095,6.275724
6044,5.0019274,5
6045,5.0019274,5
6046,5.0019274,5
6047,5.0019274,5
6048,5.0255027,5.0655017
6049,6.2940793,6.236572
6050,5.2423534,5.3665314
6051,5.002634,5
6052,5.0019274,5
6053,5.00736,5
6054,5.0019274,5
6055,6.0247955,6.080922
6056,5.0019274,5
6057,5.0019274,5
6058,5.0019274,5
6059,7.0902805,7.1191864
6060,5.17105,5.275724
6061,6.2119412,6.387216
6062,5.0656443,5
6063,5.0019274,5
6064,5.0019274,5
6065,5.0019274,5
6066,5.0019274,5
6067,5.0019274,5
6068,5.022825,5
6069,5.0019274,5
6070,5.0019274,5
6071,5.0019274,5
6072,5.0019274,5
6073,5.0019274,5
6074,5.0140038,5.154902
6075,6.7012672,6.6382723
6076,8.664177,9.431798
6077,6.5736322,6.823909
6078,5.0019274,5
6079,5.7060294,5.6382723
6080,5.0020337,5
6081,5.0019274,5
6082,5.0019274,5
6083,5.0019274,5
6084,5.0019274,5
6085,5.0019274,5
6086,5.1130223,5.207608
6087,5.0019274,5
6088,5.0019274,5
6089,5.0019274,5
6090,5.50848,5.5686364
6091,5.0212464,5
6092,5.0073066,5
6093,5.275499,5.3565474
6094,6.0000896,6.026872
6095,5.012655,5
6096,5.0019274,5
6097,5.0019274,5
6098,5.0019274,5
6099,5.0300856,5.167491
6100,5.0019274,5
6101,5.0019274,5
6102,7.5375166,8.102373
6103,6.101485,6.091515
6104,5.0019274,5
6105,7.660574,7.79588
6106,5.965314,5.8860564
6107,5.0019274,5
6108,6.913969,7.3467875
6109,5.0019274,5
6110,5.0019274,5
6111,5.0019274,5
6112,5.0019274,5
6113,6.395332,6.823909
6114,5.9787555,6.124939
6115,5.0019274,5
6116,5.0019274,5
6117,5.0037975,5
6118,5.0019274,5
6119,5.0019274,5
6120,5.589182,5.60206
6121,5.0019274,5
6122,5.0019274,5
6123,5.0019274,5
6124,5.0019274,5
6125,5.0028667,5
6126,5.8240128,5.958607
6127,5.0019274,5
6128,5.0019274,5
6129,7.988435,8.318759
6130,6.587902,6.5850267
6131,5.0019274,5
6132,5.0019274,5
6133,5.0019274,5
6134,5.8104534,5.853872
6135,5.0019274,5
6136,7.4536667,8.065501
6137,6.591846,6.6777806
6138,5.0019274,5
6139,5.0019274,5
6140,5.0034714,5
6141,5.754383,6.30103
6142,5.014961,5.086186
6143,5.0019274,5
6144,5.0019274,5
6145,5.0019274,5
6146,5.0019274,5
6147,5.0082097,5
6148,5.0019274,5
6149,5.0019274,5
6150,5.0019274,5
6151,5.0019274,5
6152,8.665823,8.886057
6153,5.0019274,5
6154,5.0066366,5
6155,5.0019274,5
6156,5.0019274,5
6157,5.0019274,5
6158,5.0019274,5
6159,5.0019274,5
6160,5.0019274,5
6161,5.3400264,5.5228786
6162,5.0027003,5
6163,5.0019274,5
6164,5.82866,6.0409584
6165,5.0019274,5
6166,5.9652414,6.455932
6167,5.0019274,5
6168,5.02444,5
6169,6.4459076,6.4317985
6170,5.0053363,5
6171,5.0019274,5
6172,5.4010205,5.4202166
6173,5.0019274,5
6174,5.0019274,5
6175,6.5189686,6.6777806
6176,5.0019274,5
6177,5.0178742,5
6178,5.021912,5
6179,5.009111,5
6180,7.0249815,7.39794
6181,5.0019274,5
6182,5.0019274,5
6183,5.0122876,5
6184,5.0019274,5
6185,5.0019274,5
6186,5.0019274,5
6187,5.0019274,5
6188,7.052258,7.387216
6189,6.638299,6.6382723
6190,5.0019274,5
6191,5.0450506,5
6192,5.0019274,5
6193,5.0019274,5
6194,5.0019274,5
6195,7.410173,7.376751
6196,4.9729795,5
6197,5.0040817,5
6198,5.0019274,5
6199,5.8557553,6.154902
6200,5.0019274,5
6201,5.0019274,5
6202,5.0019274,5
6203,5.0019274,5
6204,5.0019274,5
6205,5.0019274,5
6206,5.0019274,5
6207,5.558217,5.455932
6208,5.0019274,5
6209,5.0019274,5
6210,5.0019274,5
6211,5.698285,5.7447276
6212,5.0019274,5
6213,5.0019274,5
6214,5.0019274,5
6215,5.0019274,5
6216,5.0019274,5
6217,5.0082097,5
6218,5.0019274,5
6219,5.0019274,5
6220,5.0019274,5
6221,5.0033574,5
6222,5.0180616,5
6223,5.78827,5.8860564
6224,5.0019274,5
6225,5.0046268,5
6226,5.0019274,5
6227,5.0019274,5
6228,6.533332,6.5686364
6229,5.0019274,5
6230,5.0019274,5
6231,5.0159965,5
6232,5.0019274,5
6233,7.8547525,7.124939
6234,5.0019274,5
6235,7.165584,7.251812
6236,5.0019274,5
6237,5.0019274,5
6238,5.0019274,5
6239,5.862218,5.7695513
6240,5.0019274,5
6241,5.0019274,5
6242,5.003728,5
6243,5.0019274,5
6244,6.0005617,6.2596374
6245,5.0019274,5
6246,5.0019274,5
6247,6.449573,6.5228786
6248,5.0019274,5
6249,5.028128,5
6250,5.0611115,5
6251,5.0019274,5
6252,5.0019274,5
6253,5.0019274,5
6254,5.0019274,5
6255,5.0019274,5
6256,5.0019274,5
6257,6.776369,6.853872
6258,7.71696,7.7695513
6259,5.50864,5.5686364
6260,5.0019274,5
6261,5.0019274,5
6262,5.0019274,5
6263,5.0019274,5
6264,6.0646524,6.1307683
6265,5.0019274,5
6266,5.0019274,5
6267,6.001147,6.1739254
6268,5.086505,5.124939
6269,5.0019274,5
6270,5.0019274,5
6271,8.161006,8.443698
6272,7.160518,7.4436975
6273,5.0019274,5
6274,5.0019274,5
6275,6.282248,6.221849
6276,5.7580967,6.0409584
6277,5.002717,5
6278,5.2348027,5.3467875
6279,5.006967,5
6280,6.234682,6.4436975
6281,5.0019274,5
6282,5.350966,5.3665314
6283,6.7441907,7
6284,5.0019274,5
6285,5.0019274,5
6286,5.0020614,5
6287,6.1510143,6.0655017
6288,5.0019274,5
6289,6.981529,6.5228786
6290,5.003794,5.0222764
6291,5.002174,5
6292,5.382362,5.537602
6293,5.0036125,5
6294,5.0046077,5
6295,5.0019274,5
6296,6.219499,6.387216
6297,5.348853,5.552842
6298,5.0019274,5
6299,5.038095,5
6300,5.0019274,5
6301,5.0019274,5
6302,8.075869,8.251812
6303,5.0019274,5
6304,5.006067,5
6305,5.0019274,5
6306,6.214026,6.21467
6307,5.0019274,5
6308,5.0019274,5
6309,7.4872174,7.79588
6310,5.773682,6.008774
6311,5.0019274,5
6312,5.0019274,5
6313,6.1426105,6.0604806
6314,5.0019274,5
6315,5.8747616,5.823909
6316,6.321108,6.455932
6317,5.012311,5
6318,7.123622,7.376751
6319,5.754746,5.920819
6320,5.0019274,5
6321,5.6398377,5.7212462
6322,5.0019274,5
6323,5.628803,5.7212462
6324,5.0019274,5
6325,5.11582,5.180456
6326,6.616309,6.6382723
6327,7.543287,7.8860564
6328,6.3591886,6.60206
6329,5.0019274,5
6330,5.0045767,5
6331,5.0378413,5.251812
6332,9.240831,6.05061
6333,5.4901643,5.5850267
6334,5.504895,5.79588
6335,6.3328915,6.5228786
6336,7.4415126,7.5228786
6337,5.0019274,5
6338,5.0019274,5
6339,4.9813266,5
6340,5.0032134,5
6341,5.6613894,5.6575775
6342,5.0019274,5
6343,5.0050116,5
6344,5.0019274,5
6345,5.0019274,5
6346,5.0019274,5
6347,5.0019274,5
6348,5.0049863,5
6349,5.0019274,5
6350,6.3702335,6.3665314
6351,5.0019274,5
6352,5.0019274,5
6353,6.2887573,6.6382723
6354,7.779851,7.4202166
6355,5.0450506,5
6356,5.0019274,5
6357,5.280678,5.6777806
6358,5.008353,5
6359,5.0019274,5
6360,5.0019274,5
6361,5.0019274,5
6362,5.0112557,5
6363,5.0019274,5
6364,5.0019274,5
6365,5.0019274,5
6366,5.0019274,5
6367,7.789309,8.346787
6368,5.0019274,5
6369,5.0019274,5
6370,5.0019274,5
6371,5.0019274,5
6372,5.0019274,5
6373,5.0019274,5
6374,7.576065,7.7212462
6375,5.0019274,5
6376,6.401797,7.207608
6377,5.002909,5
6378,5.0019274,5
6379,5.006595,5
6380,5.0019274,5
6381,5.0019274,5
6382,5.0019274,5
6383,6.4857607,6.6197886
6384,5.657698,5.6777806
6385,5.0019274,5
6386,5.0019274,5
6387,5.0019274,5
6388,8.060894,8.251812
6389,7.099031,7.0604806
6390,5.0019274,5
6391,5.0019274,5
6392,5.0019274,5
6393,5.0019274,5
6394,5.0019274,5
6395,5.0020003,5
6396,5.0019274,5
6397,5.0019274,5
6398,5.0019274,5
6399,5.0019274,5
6400,5.0019274,5
6401,5.003087,5
6402,5.0019274,5
6403,5.0019274,5
6404,5.0019274,5
6405,5.0019274,5
6406,5.0019274,5
6407,7.768213,8.040958
6408,5.0019274,5
6409,6.745719,6.823909
6410,5.0019274,5
6411,6.128094,6.481486
6412,5.0019274,5
6413,5.0019274,5
6414,5.0156612,5
6415,5.0019274,5
6416,5.0019274,5
6417,5.0019274,5
6418,8.00325,6.318759
6419,5.3996305,5.6382723
6420,5.304895,5.387216
6421,5.0019274,5
6422,5.9255633,5.958607
6423,6.829591,7.086186
6424,7.431901,8.30103
6425,5.0019274,5
6426,5.0019274,5
6427,5.0019274,5
6428,5.0054216,5
6429,6.030642,6.455932
6430,5.0019274,5
6431,5.0019274,5
6432,5.7741413,5.79588
6433,5.0019274,5
6434,5.0019274,5
6435,5.0019274,5
6436,5.0019274,5
6437,6.0446243,5
6438,5.938763,6.055517
6439,5.383337,5.4202166
6440,5.0019274,5
6441,5.0019274,5
6442,5.0019274,5
6443,5.0019274,5
6444,5.0019274,5
6445,6.515454,6.6777806
6446,5.0019274,5
6447,5.0019274,5
6448,5.0019274,5
6449,5.0019274,5
6450,5.0019274,5
6451,5.0228496,5.207608
6452,5.010036,5
6453,5.0019274,5
6454,6.1185083,6.229148
6455,5.535221,5.318759
6456,5.975662,6.075721
6457,5.0412374,5
6458,5.0019274,5
6459,5.823269,6.070581
6460,6.20712,6.1307683
6461,5.015123,5.055517
6462,5.0019274,5
6463,5.0019274,5
6464,5.0019274,5
6465,5.0224185,5
6466,7.3679123,7.552842
6467,5.0155473,5
6468,5.0019274,5
6469,5.7213755,6.1426673
6470,5.0064383,5
6471,5.911001,5.958607
6472,8.460609,8.69897
6473,5.002223,5
6474,5.0019274,5
6475,5.0019274,5
6476,5.0019274,5
6477,5.0019274,5
6478,5.0019274,5
6479,5.006903,5
6480,5.430225,5.5686364
6481,7.032843,6.4202166
6482,5.0019274,5
6483,5.7506156,6.026872
6484,5.0019274,5
6485,5.0019274,5
6486,5.2700443,5.60206
6487,5.0019274,5
6488,6.2423563,6.275724
6489,8.081139,8.356547
6490,5.799849,5.920819
6491,5.065119,5.113509
6492,7.3917756,7.49485
6493,5.341341,5.4202166
6494,5.0019274,5
6495,7.0548196,7.1870866
6496,5.0019274,5
6497,5.0019274,5
6498,5.0019274,5
6499,5.0104446,5
6500,5.0019274,5
6501,5.002565,5
6502,8.006064,7.920819
6503,5.0019274,5
6504,5.0019274,5
6505,5.740844,5.823909
6506,5.0019274,5
6507,5.004013,5
6508,7.19179,7.4089355
6509,5.0019274,5
6510,5.4742737,5.5086384
6511,6.6080666,7.0222764
6512,5.0019274,5
6513,5.0019274,5
6514,5.0019274,5
6515,5.0019274,5
6516,5.0019274,5
6517,5.0060453,5
6518,5.0019274,5
6519,5.0019274,5
6520,5.0019274,5
6521,5.0739865,5.2676063
6522,8.328699,8.142668
6523,5.0019274,5
6524,6.8675795,7.004365
6525,8.170095,8.113509
6526,8.403938,9
6527,5.0019274,5
6528,5.5334454,5.537602
6529,5.0019274,5
6530,5.0019274,5
6531,6.9087877,6.4317985
6532,5.5920534,5.3665314
6533,5.0043163,5
6534,7.047718,7.236572
6535,6.939465,7.2441254
6536,5.0019274,5
6537,5.0019274,5
6538,5.0019274,5
6539,5.0019274,5
6540,5.0019274,5
6541,5.0019274,5
6542,5.0019274,5
6543,5.0059376,5
6544,5.0019274,5
6545,5.007133,5
6546,5.0019274,5
6547,5.0019274,5
6548,6.4771485,6.6777806
6549,8.129066,7.958607
6550,5.0031743,5
6551,5.0055246,5
6552,5.0129533,5
6553,5.0102005,5
6554,5.0019274,5
6555,5.0019274,5
6556,5.5849695,5.6197886
6557,5.0019274,5
6558,5.0019274,5
6559,5.0019274,5
6560,7.699129,8.69897
6561,5.0019274,5
6562,5.0019274,5
6563,5.0019274,5
6564,5.0019274,5
6565,4.9994454,5
6566,4.9888587,5
6567,5.0019274,5
6568,6.4276547,6.6382723
6569,6.5128202,6.481486
6570,5.0019274,5
6571,5.0029173,5
6572,6.471705,6.5086384
6573,5.0019274,5
6574,5.0019274,5
6575,5.271531,5
6576,6.6041555,6.8860564
6577,5.0019274,5
6578,5.0019274,5
6579,5.0019274,5
